cuce,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado,cronograma
20-0046-00-1040185-0-E,1,4217000,43400,CAMILLAS DE TRANSPORTE PARA LA IMPLEMENTACION DE PREVENCION Y ATENCION COVID -19 A NIVEL NACIONAL,PIEZA,30,,,TERRAZAS RIVAS MIGUEL ANGEL,9295,278850,30,9295,278850,Contratado,Cronograma
20-0046-00-1040191-0-E,1,4219000,43400,SOPORTE RODANTE PARA SUERO CROMADO,PIEZA,120,,,TERRAZAS RIVAS MIGUEL ANGEL,245,29400,120,245,29400,Contratado,Cronograma
20-0046-00-1040191-0-E,2,4218000,33300,GUANTES DE LATEX M,CAJA,1000,,,TERRAZAS RIVAS MIGUEL ANGEL,45,45000,1000,45,45000,Contratado,Cronograma
20-0046-00-1040191-0-E,3,4217000,34500,BASURERO CON TAPA BAIBEN,PIEZA,30,,,TERRAZAS RIVAS MIGUEL ANGEL,380,11400,30,380,11400,Contratado,Cronograma
20-0046-00-1040191-0-E,4,4218000,33300,GORRO QUIRURGICO,CAJA,2000,,,TERRAZAS RIVAS MIGUEL ANGEL,78.4,156800,2000,78.4,156800,Contratado,Cronograma
20-0046-00-1040191-0-E,5,4218000,33300,"GUANTES QUIRÚRGICOS (ESTÉRILES 7,71/2,8,81/2",SOBRE,6000,,,TERRAZAS RIVAS MIGUEL ANGEL,2,12000,6000,2,12000,Contratado,Cronograma
20-0046-00-1040191-0-E,6,4218000,33300,GUANTES DE LATEX L,CAJA,2000,,,TERRAZAS RIVAS MIGUEL ANGEL,45,90000,2000,45,90000,Contratado,Cronograma
20-0046-00-1040191-0-E,7,4218000,33300,GUANTES DE LATEX XS,CAJA,1000,,,TERRAZAS RIVAS MIGUEL ANGEL,45,45000,1000,45,45000,Contratado,Cronograma
20-0046-00-1040191-0-E,8,4218000,33300,GUANTES DE LATEX S,CAJA,1000,,,TERRAZAS RIVAS MIGUEL ANGEL,45,45000,1000,45,45000,Contratado,Cronograma
20-0046-00-1040191-0-E,9,4218000,33300,"GUANTES DE LATEX (S,M,L)",PAR,12000,,,TERRAZAS RIVAS MIGUEL ANGEL,1,12000,12000,1,12000,Contratado,Cronograma
20-0046-00-1040197-0-E,1,4218000,43400,TERMOMETROS INFRARROJOS,PIEZA,139,,,CLAVIJO POPOVA VICTOR,920,127880,139,920,127880,Contratado,Cronograma
20-0046-00-1041304-0-E,1,5121000,34200,SOLUCIóN FISIOLóGICA,PIEZA,245000,,,LABORATORIOS ABD LTDA.,7.41,1815156,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,2,5121000,34200,AGUA PARA INYECCIóN,PIEZA,740000,,,LABORATORIOS ABD LTDA.,0.34,253820,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,3,5121000,34200,BRANULAS N° 18,PIEZA,10000,,,MAYTA PATZI ELOY ROMAN,3.43,34300,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,4,5121000,34200,EQUIPO DE VENOCLISIS,PIEZA,23560,,,MAYTA PATZI ELOY ROMAN,2.74,64648.64,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,5,5121000,34200,JERINGAS DE 5 ML,PIEZA,100000,,,TERRAZAS RIVAS MIGUEL ANGEL,0.31,308700,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,6,5121000,34200,JERINGAS DE 10 ML,PIEZA,100000,,,TERRAZAS RIVAS MIGUEL ANGEL,0.48,480200,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,7,5121000,34200,METAMIZOL (DIPIRONA),PIEZA,35000,,,LABORATORIOS ABD LTDA.,0.82,28812,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,8,5121000,34200,KIT DE CONFIRMACIóN DE COVID-20,PIEZA,200,,,LOPEZ GALVEZ ERNESTO MAURO,5522.3,1104460,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,9,5121000,34200,BRANULAS N° 20,PIEZA,10000,,,MAYTA PATZI ELOY ROMAN,3.43,34300,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,10,5121000,34200,KIT DE IDENTIFICACIóN DEL COVID-19,PIEZA,400,,,LOPEZ GALVEZ ERNESTO MAURO,5522.3,2208920,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,11,5121000,34200,SOLUCIóN DE GLUCOSA,PIEZA,105000,,,LABORATORIOS ABD LTDA.,8.58,900375,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,12,5121000,34200,SOLUCIóN RINGER LACTATO,PIEZA,105000,,,LABORATORIOS ABD LTDA.,8.37,878766,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,13,5121000,34200,OMEPRAZOL,PIEZA,196000,,,FARMEDICAL S.R.L.,0.38,73950.8,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,14,5121000,34200,OMEPRAZOL,PIEZA,98000,,,FARMEDICAL S.R.L.,8.78,860518.4,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,15,5121000,34200,MICROGOTEROS,PIEZA,20000,,,TERRAZAS RIVAS MIGUEL ANGEL,8.92,178360,,,,Contratado,Cronograma
20-0046-00-1041304-0-E,16,5121000,34200,HIDROXICLOROQUINA SULFATO,PIEZA,30000,,,FARMEDICAL S.R.L.,5.49,164640,,,,Contratado,Cronograma
20-0046-00-1043712-0-E,1,4227000,43400,TUBOS DE OXIGENO,EQUIPO,30,,,CABRERA QUISPE RONALDO,2400,72000,30,2400,72000,Contratado,Cronograma
20-0046-00-1051856-1-1,1,4219000,33300,ITEM N° 3 ROPA DE BIOSEGURIDAD DOS PIEZAS,UNIDADE S,940,120,112800,PONCE SALAZAR ANTONIO JOAQUIN,93.25,87655,,,,Adjudicado,Cronograma 0
20-0046-00-1051856-1-1,2,4219000,33300,ITEM N° 2  BATAS DESCARTABLES,UNIDADE S,1500,56,84000,EMPRESA MULTIDISCIPLINARIA 5T S.R.L.,45,67500,,,,Adjudicado,Cronograma 0
20-0046-00-1051856-1-1,3,4219000,33300,ITEM N° 1. GORRAS DESCARTABLES,UNIDADE S,1500,2,3000,SANCHEZ ABASTOFLOR JUAN CARLOS,2,3000,,,,Adjudicado,Cronograma 0
20-0046-00-1052742-1-1,1,4217000,39400,ADQUISICIÓN DE INSTRUMENTAL MENOR MÉDICO QUIRÚRGICO (TRANSPORTADORA DE VACUNA) PARA EL FORTALECIMIENTO AL SISTEMA DE SALUD E,UNIDADE S,66,2334.5,154077,nan,,,,,,Convocado,Cronograma 1
20-0046-10-1037510-0-E,1,4217000,39990,2000 BARBIJOS N95 STARKIT LH9019,UNIDAD,2000,,,MONTAÑO ALVARADO CARLOS GUSTAVO,21,42000,2000,21,42000,Contratado,Cronograma
20-0046-10-1038937-0-E,1,4217000,34200,2000 BARBIJOS N95 STARKIT LH9019,PIEZA,2000,,,MONTAÑO ALVARADO CARLOS GUSTAVO,21,42000,2000,21,42000,Contratado,Cronograma
20-0046-10-1039099-0-E,1,4219000,34200,2000 BARBIJOS N95 STARKIT LH9019 PARA REGIONALES,PIEZA,2000,,,MONTAÑO ALVARADO CARLOS GUSTAVO,21,42000,2000,21,42000,Contratado,Cronograma
20-0046-17-1041411-0-E,1,4213000,34200,ADQUISICION DE BARBIJOS,PIEZA,500,,,INNOMED S.R.L.,85,42500,,,,Contratado,Cronograma
20-0046-20-1044683-0-E,1,3010000,24110,"ELABORACION Y ARMADO DE DIVISIONES DEL AREA DESTINADA A PACIENTES COVID - 19, CONSIDERANDO 3 MANPARAS DE 4 MTS. DE LARGO X 2,60 MTS. DE ALTO Y CUATRO PUERTAS CORREDIZAS DOBLES DE 2,4 MTS. DE ANCHO X 2",PIEZA,1,,,LUDEÑO LAGUNA RUBEN DANIEL,23500,23500,1,23500,23500,Contratado,Cronograma
20-0046-21-1034322-0-E,1,4217000,39900,PRODUCTOS E INSUMOS DE PROTECCION CORONAVIRUS,GLOBAL,1,,,SALUR S.R.L.,38590,38590,1,38590,38590,Contratado,Cronograma
20-0046-22-1044373-0-E,1,4218000,34500,LENTES DE PROTECCION,PZA.,100,,,GEDESA LTDA,54,5400,100,54,5400,Contratado,Cronograma
20-0046-22-1044373-0-E,2,4214000,34200,BARBIJOS N95,PZA.,2000,,,GEDESA LTDA,26,52000,2000,26,52000,Contratado,Cronograma
20-0046-22-1044382-0-E,1,4214000,34200,BARBIJOS DESCARTABLES TRIPLE CAPA,PZA.,18900,,,FARMAELIAS S.R.L.,3.8,71820,18900,3.8,71820,Contratado,Cronograma
20-0046-26-1037456-1-1,1,4112000,39400,"Ampollas de color ámbar de vidrio neutro, capacidad 2 ml",UNIDAD,60000,1.45,87000,LABORATORIOS VITA S.A.,1.45,87000,60000,1.45,87000,Contratado,Cronograma 0
20-0046-26-1039709-0-E,1,1219000,34200,SUPER MASTER MIX PARA REACCIONES CON EVAGREEN PCR EN TIEMPO REAL,KIT,3,,,BELMONTE HERRERA MARCELO ALEJANDRO,11800,35400,3,11800,35400,Contratado,Cronograma
20-0046-26-1040239-0-E,1,1219000,34200,KIT EXTRACCIÓN DE ÁCIDOS NUCLEICOS PARA DIAGNÓSTICO DE CORONAVIRUS - PCR EN TIEMPO REAL,KIT,3,,,VALDES MORALES ROBERTO EFRAIN,14000,42000,3,14000,42000,Contratado,Cronograma
20-0046-26-1045022-0-E,1,1411000,32200,CAJAS PARA ACONDICIONAR VACUNA HUMANA CON ESTUCHE PARA 10 AMPOLLAS,UNIDAD,20000,,,MALDONADO SALAZAR DELIA LUZ,1.87,37400,20000,1.87,37400,Contratado,Cronograma
20-0046-26-1046087-0-E,1,4229000,39400,FRASCOS ROLLER PAQUETE X 20 UNIDADES,PAQUET E,20,,,IMPLELAB S.R.L,1260,25200,,,,Contratado,Cronograma
20-0046-28-1040089-0-E,1,5121000,34200,VACUNA CONTRA LA INFLUENZA ADULTO,INYECTA BLE,300,,,QUIMIZA LTDA,161.96,48588,300,161.96,48588,Contratado,Cronograma
20-0046-28-1046108-0-E,1,1235000,34200,TEST DE PRUEBA RAPIDA PARA DETECCION DE COVID 19,KIT,10,,,FARMACIAS CORPORATIVAS S.A,4750,47500,10,4750,47500,Contratado,Cronograma
20-0046-28-1051122-0-E,1,1235000,34200,"TEST PRUEBA RAPIDA PARA DIAGNOSTICO DE COVID-19, KIT X 25 DETERMINACIONES",KIT,200,,,FARMACIAS CORPORATIVAS S.A,4000,800000,200,4000,800000,Contratado,Cronograma
20-0046-31-1049782-0-E,1,4213000,39990,ADQUISICION DE BATAS DESCARTABLES DE BIOSEGURIDAD,PRENDA,1500,,,MAMANI MOYA FRANCISCA,50,75000,1500,50,75000,Contratado,Cronograma
20-0046-31-1050566-0-E,1,5121000,34200,HEPARINA DE BAJO PESO MOLECULAR 60MG,INYECTA BLE,300,,,ESPECIALIDADES FARMACEUTICAS LTDA.,53.8,16140,300,53.8,16140,Contratado,Cronograma
20-0046-31-1050566-0-E,2,5121000,34200,HEPARINA DE BAJO PESO MOLECULAR 40MG,INYECTA BLE,300,,,ESPECIALIDADES FARMACEUTICAS LTDA.,42,12600,300,42,12600,Contratado,Cronograma
20-0046-31-1052035-0-E,1,5121000,34200,IBUPROFENO 40MG,COMPRI MIDO,20000,,,DISTRIBUIDORA DISRA S.R.L.,0.31,6200,20000,0.31,6200,Contratado,Cronograma
20-0046-31-1052035-0-E,2,5121000,34200,BICARBONATO DE SODIO 8%,INYECTA BLE,1000,,,DISTRIBUIDORA DISRA S.R.L.,7.12,7120,1000,7.12,7120,Contratado,Cronograma
20-0046-31-1052035-0-E,3,5121000,34200,VITAMINA C 500MG/2ML,INYECTA BLE,5000,,,DISTRIBUIDORA DISRA S.R.L.,3.2,16000,5000,3.2,16000,Contratado,Cronograma
20-0046-37-1047811-0-E,1,4229000,33300,BARBIJOS DESECHABES QUIRURGICOS (CAJA DE 50 UNIDADES),CAJA,230,,,IMAÑA CHAVEZ PATRICIA ROSARIO,215,49450,230,215,49450,Contratado,Cronograma
20-0047-15-1042512-0-E,1,4112000,34200,KIT DE ELISA PARA MG,KIT,2,,,NUTREX S.R.L.,4919,9838,2,4919,9838,Contratado,Cronograma
20-0047-15-1042512-0-E,2,4112000,34200,KIT DE ELISA PARA MS,KIT,2,,,NUTREX S.R.L.,5510,11020,2,5510,11020,Contratado,Cronograma
20-0047-34-1049108-0-E,1,5016000,31300,"ENDULZANTES NATURAL, - PRODUCTROS DE LA EMPRESA INGENIO AUCROALCOHOLERO AGUAI S.A..",UNIDAD,1,,,INGENIO SUCROALCOHOLERO AGUAI S.A..,9000000,9000000,,,,Contratado,Cronograma
20-0070-00-1046831-0-E,1,5313000,39100,SANITIZADOR DE MANOS ANTIO BACTERIAL DE 5 LITROS,PZA,54,,,RODRIGUEZ RIOS FERNANDO,181,9774,54,181,9774,Contratado,Cronograma
20-0070-00-1046831-0-E,2,5313000,39100,GUANTES DE LáTEX (50 PARES),CAJA,100,,,CASTRO VANI VERONICA,69,6900,100,69,6900,Contratado,Cronograma
20-0070-00-1046831-0-E,3,5313000,39100,DESINFECTANTE ROCIO,PZA,150,,,CASTRO VANI VERONICA,33,4950,150,33,4950,Contratado,Cronograma
20-0070-00-1046831-0-E,4,5310000,33300,BARBIJOS DESECHABLES ? MATERIAL TELA,PZA,5000,,,CASTRO VANI VERONICA,2.5,12500,5000,2.5,12500,Contratado,Cronograma
20-0085-00-1042107-0-E,1,4214000,33300,GAFAS PROTECTORAS,PZA,800,,,CLAROS MAYORGA LUIS RICARDO,50,40000,800,50,40000,Contratado,Cronograma
20-0085-00-1042107-0-E,2,4214000,33300,MAMELUCO IMPERMEABLE PARA RIESGO BIOLOGICO,PZA,722,,,CLAROS MAYORGA LUIS RICARDO,385,277970,722,385,277970,Contratado,Cronograma
20-0085-00-1042107-0-E,3,4227000,43400,RESPIRADOR,EQUIPO,10,,,CLAROS MAYORGA LUIS RICARDO,278400,2784000,10,278400,2784000,Resuelto,Cronograma
20-0085-00-1042107-0-E,4,4214000,34200,MASCARA KN 95,PZA,2000,,,CLAROS MAYORGA LUIS RICARDO,80,160000,2000,80,160000,Contratado,Cronograma
20-0085-00-1042107-0-E,5,4214000,33300,PROTECTOR FACIAL,PZA,800,,,CLAROS MAYORGA LUIS RICARDO,320,256000,800,320,256000,Contratado,Cronograma
20-0085-00-1042107-0-E,6,4214000,39400,GUANTES NO ESTERILES,PAR,800,,,CLAROS MAYORGA LUIS RICARDO,3.5,2800,800,3.5,2800,Contratado,Cronograma
20-0087-00-1045001-0-E,1,4213000,34500,COMPRA DE BARBIJOS MATERIAL DESCARTABLE PARA EL PERSONAL DEL MINISTERIO DE COMUNICACION,UNIDAD,4500,,,SERVICIO NACIONAL TEXTIL - SENATEX,7.5,33750,4500,7.5,33750,Contratado,Cronograma
20-0132-00-1041716-0-E,1,4213000,34200,BARBIJO DE TELA,UNIDADE S,7142,,,SERVICIO NACIONAL TEXTIL - SENATEX,7,49994,,,,Contratado,Cronograma
20-0132-00-1041771-0-E,1,4218000,39100,GUANTES LATEX,CAJA,100,,,VARGAS DELGADO JOSE OSCAR,75,7500,,,,Contratado,Cronograma
20-0132-00-1041771-0-E,2,4218000,39100,BARBIJO,CAJA,80,,,VARGAS DELGADO JOSE OSCAR,200,16000,,,,Contratado,Cronograma
20-0132-00-1041771-0-E,3,4618000,43200,TENSOACTIVO DESINFECTANTE LIQUIDO DE 10 LITROS,BIDON,20,,,VARGAS DELGADO JOSE OSCAR,154,3080,,,,Contratado,Cronograma
20-0132-00-1041771-0-E,4,4618000,43200,TENSOACTIVO DESINFECTANTE EN GEL DE 5 LITROS,BIDON,50,,,VARGAS DELGADO JOSE OSCAR,170,8500,,,,Contratado,Cronograma
20-0132-00-1045800-0-E,1,5314000,34200,BARBIJO,UNIDAD,3500,,,RODAS VARGAS CARLOS ANDRES,7.5,26250,,,,Contratado,Cronograma
20-0134-00-1050398-0-E,1,4229000,34200,ADQUISICION DE BARBIJOS DESCARTABLES,CAJA,1500,,,BUSINESS SILVER NET SUPPORTING SOUTH SOLUTIONS SOCIEDAD DE RESPONSABILIDAD LIMITADA,16,24000,,,,Contratado,Cronograma
20-0170-00-1037798-0-E,1,4713000,39100,ADQUISICION DE (ALCOHOL EN GEL) PARA LAS PATRULLAS DE LA UNIDAD ACADEMICA LA PAZ GESTION 2020,UNIDAD,2400,,,QUENTA CENTENO LOURDES ROXANA,20,48000,2400,20,48000,Contratado,Cronograma
20-0170-00-1040183-0-E,1,5121000,34200,REQUERIMIENTO DE BARBIJOS DESECHABLES PARA LAS PATRULLAS Y GUARDIA DE LA EMI UALP,CAJAS,420,,,QUENTA CENTENO LOURDES ROXANA,110,46200,420,110,46200,Contratado,Cronograma
20-0170-00-1040187-0-E,1,7610000,39100,REQUERIMIENTO DE SANITIZADORES DEL GEL PARA LAS PATRULLAS Y GUARDIAS DE LA EMI - UALP,UNIDADE S,1500,,,QUENTA CENTENO LOURDES ROXANA,28,42000,1500,28,42000,Contratado,Cronograma
20-0170-00-1043762-0-E,1,1115000,34200,BARBIJOS DESECHABLES,CJAS,180,,,TINCUTA BAUTISTA CRISTOBAL JAIME,250,45000,180,250,45000,Contratado,Cronograma
20-0170-00-1052641-0-E,1,4218000,34200,"ADQUISICION DE PRUEBAS PARA LA DETECCION DE ANTICUERPOS LGM/LGG COVID19, PARA LA OFICINA CENTRAL Y UNIDAD ACADEMICA LA PAZ DE LA EMI",UNIDAD,260,,,BIOPRO-BOLIVIA S.R.L.,135,35100,260,135,35100,Contratado,Cronograma
20-0203-00-1040738-0-E,1,4411000,34500,MAMPARA DE PROTECCION DE ACRILICO DE 0.85 METROS DE ALTO,PIEZA,3,,,ACERO TARQUI PASCUAL,990,2970,3,990,2970,Contratado,Cronograma
20-0203-00-1040738-0-E,2,3020000,34500,CAMARA DE DESINFECCION CON TANQUE DE 100 LITROS,PIEZA,2,,,ACERO TARQUI PASCUAL,5100,10200,2,5100,10200,Contratado,Cronograma
20-0203-00-1040738-0-E,3,3020000,34500,CAMARA DE DESINFECCION CON TANQUE DE 50 LITROS,PIEZA,2,,,ACERO TARQUI PASCUAL,4750,9500,2,4750,9500,Contratado,Cronograma
20-0203-00-1040738-0-E,4,4411000,34500,MAMPARA DE PROTECCION DE ACRILICO DE 0.50 METROS DE ALTO,PIEZA,30,,,ACERO TARQUI PASCUAL,520,15600,30,520,15600,Contratado,Cronograma
20-0206-00-1047138-0-E,1,4713000,34500,ATOMIZADOR DE PLASTICO CON DEPOSITO,PIEZA,250,,,PONCE TORREZ WENDY VERONICA,18,4500,250,18,4500,Contratado,Cronograma
20-0206-00-1047138-0-E,2,5310000,33300,TRAJE DE BIOSEGURIDAD,PIEZA,11,,,PONCE TORREZ WENDY VERONICA,100,1100,11,100,1100,Contratado,Cronograma
20-0206-00-1047138-0-E,3,4213000,34200,BARBIJOS,PIEZA,2800,,,PONCE TORREZ WENDY VERONICA,4.16,11648,2800,4.16,11648,Contratado,Cronograma
20-0206-00-1047138-0-E,4,4213000,34200,GUANTES QUIRURJICOS,PIEZA,2000,,,PONCE TORREZ WENDY VERONICA,2,4000,2000,2,4000,Contratado,Cronograma
20-0207-04-1052065-0-E,1,5310000,33300,"ADQUISICION DE ROPA DE TRABAJO Y EQUIPO DE PROTECCION PERSONAL PARA LA PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS - TRAJES DE BIOSEGURIDAD",BIEN,300,,,PACHECO LIMACHI EMILIO RUBEN,105,31500,300,105,31500,Contratado,Cronograma
20-0207-04-1052090-0-E,1,4713000,39100,"ADQUISICION DE MATERIAL DE LIMPIEZA PARA LA PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS - DESINFECTANTE PARA MANOS",BIEN,1200,,,PACHECO LIMACHI EMILIO RUBEN,21.7,26040,1200,21.7,26040,Contratado,Cronograma
20-0224-00-1044171-0-E,1,3110000,34600,COMPRA DE ENVASES DE LATA PARA PIÑA PPPYP IVIRGARZAMA - 1ERA COMPRA EN CUARENTENA,ENVASES DE LATA,74100,,,FABRICA BOLIVIANA DE ENVASES S.A.,2.61,193401,74100,2.61,193401,Contratado,Cronograma
20-0224-00-1044176-0-E,1,3110000,34600,COMPRA DE ENVASES DE LATA PARA PIÑA PPPYP IVIRGARZAMA 2DA COMPRA EN CUARENTENA,ENBASES DE LATA,74100,,,FABRICA BOLIVIANA DE ENVASES S.A.,2.61,193401,74100,2.61,193401,Contratado,Cronograma
20-0224-00-1046551-0-E,1,3110000,34600,COMPRA DE ENVASES DE LATA PARA PIÑA PPPYP IVIRGARZAMA - 3ERA COMPRA EN CUARENTENA,ENVASES,74100,,,FABRICA BOLIVIANA DE ENVASES S.A.,2.61,193401,74100,2.61,193401,Contratado,Cronograma
20-0224-00-1047386-0-E,1,3110000,34600,COMPRA DE ENVASES DE LATA PARA PIÑA PPPYP IVIRGARZAMA - 4TA COMPRA EN CUARENTENA,ENVASES DE LATA,74100,,,FABRICA BOLIVIANA DE ENVASES S.A.,2.61,193401,74100,2.61,193401,Contratado,Cronograma
20-0234-00-1042979-0-E,1,1512000,34110,ANTICONGELANTE (30 GALONES),GALON,1,,,COMPAÑIA IMPORTADORA DE AUTOMOTORES MATHIAS CSAPEK S.A.,5579.83,5579.83,1,5579.83,5579.83,Contratado,Cronograma
20-0234-00-1042979-0-E,2,1512000,34110,GRASA E2 PARA RODAMIENTO DE PUNTA EJE (20 LIBRAS),LIBRA,1,,,COMPAÑIA IMPORTADORA DE AUTOMOTORES MATHIAS CSAPEK S.A.,658.07,658.07,1,658.07,658.07,Contratado,Cronograma
20-0234-00-1042979-0-E,3,1512000,34100,LIQUIDO HIDRAULICO (24 QTS),QTS,1,,,COMPAÑIA IMPORTADORA DE AUTOMOTORES MATHIAS CSAPEK S.A.,795.99,795.99,1,795.99,795.99,Contratado,Cronograma
20-0234-00-1042979-0-E,4,1512000,34100,ACEITE DE CORONA 85W- 140 (27 QTS),QTS,1,,,COMPAÑIA IMPORTADORA DE AUTOMOTORES MATHIAS CSAPEK S.A.,1079.91,1079.91,1,1079.91,1079.91,Contratado,Cronograma
20-0234-00-1042979-0-E,5,1512000,34110,ACEITE DE MOTOR 15W-40 (2 TAMBORES),TAMBOR,1,,,COMPAÑIA IMPORTADORA DE AUTOMOTORES MATHIAS CSAPEK S.A.,12628.33,12628.33,1,12628.33,12628.33,Contratado,Cronograma
20-0234-00-1042979-0-E,6,1512000,34100,LIQUIDO DE FRENO (24 PIEZAS),PIEZA,1,,,COMPAÑIA IMPORTADORA DE AUTOMOTORES MATHIAS CSAPEK S.A.,547.93,547.93,1,547.93,547.93,Contratado,Cronograma
20-0249-00-1037836-0-E,1,5121000,34200,ALCOHOL ETILICO (ETANOL),UNIDAD,2400,,,KADILA PHARMACEUTICALS S.R.L.,15,36000,2400,15,36000,Contratado,Cronograma
20-0249-00-1051999-0-E,1,5121000,34200,AZITROMICINA COMPRIMIDO 500 MG,UNIDAD,24000,,,SOUTH AMERICAN EXPRESS S.A.,5.17,124080,24000,5.17,124080,Contratado,Cronograma
20-0283-15-1043368-0-E,1,4713000,34200,LAVANDINA,UNIDAD,200,,,INDUSTRIA COMERCIAL EL PORTILLO S.R.L.,9,1800,200,9,1800,Contratado,Cronograma
20-0283-15-1043368-0-E,2,5121000,34200,ALCOHOL  EN SPRAY DESINFECTANTE,CAJA,18,,,INDUSTRIA COMERCIAL EL PORTILLO S.R.L.,368,6624,18,368,6624,Contratado,Cronograma
20-0283-15-1043368-0-E,3,5121000,34200,ALCOHOL EN GEL,CAJA,40,,,INDUSTRIA COMERCIAL EL PORTILLO S.R.L.,600,24000,40,600,24000,Contratado,Cronograma
20-0283-15-1050178-0-E,1,4217000,33300,ADQUISICION DE BARBIJOS PARA LA GERENCIA REGIONAL TARIJA,PIEZAS,25,,,CHUNGARA DELGADO ORLANDO DANIEL,1100,27500,25,1100,27500,Contratado,Cronograma
20-0310-00-1042785-0-E,1,4213000,33300,ADQUISICION DE BARBIJOS REUTILIZABLES,PIEZA,550,,,MONTANO BUTRON JORGE OSVALDO,40.5,22275,550,40.5,22275,Contratado,Cronograma
20-0313-00-1042877-0-E,1,5110000,34200,BARBIJOS DESECHABLES,CAJA,121,,,PEREZ HIDALGO EDUARDO HEBERTHY,170,20570,121,170,20570,Contratado,Cronograma
20-0313-00-1042877-0-E,2,5110000,34200,GUANTES DE LATEX,CAJA,280,,,PEREZ HIDALGO EDUARDO HEBERTHY,100,28000,280,100,28000,Contratado,Cronograma
20-0313-00-1042888-0-E,1,4217000,39400,TERMOMETROS PARA CONTROL DE TEMPERATURA,PIEZA,7,,,PEREZ HIDALGO EDUARDO HEBERTHY,650,4550,7,650,4550,Contratado,Cronograma
20-0313-00-1042888-0-E,2,4213000,34200,TRAJES DE BIOSEGURIDA (PANTALON Y SACO),PIEZA,152,,,PEREZ HIDALGO EDUARDO HEBERTHY,145,22040,152,145,22040,Contratado,Cronograma
20-0313-00-1042888-0-E,3,5110000,39100,ALCOHOL EN GEL,CAJA,40,,,PEREZ HIDALGO EDUARDO HEBERTHY,452,18080,40,452,18080,Contratado,Cronograma
20-0313-00-1042888-0-E,4,4217000,34200,LENTES DE PROTECCION,PIEZA,152,,,PEREZ HIDALGO EDUARDO HEBERTHY,35,5320,152,35,5320,Contratado,Cronograma
20-0342-00-1048145-0-E,1,4112000,34200,"GUANTES DE NITRILO, DIFERENTES TAMAÑOS",PAR,4500,,,ROSSEMARY MIRANDA MACHICADO,1.7,7650,4500,1.7,7650,Contratado,Cronograma
20-0342-00-1048145-0-E,2,4112000,34200,"BARBIJOS DOBLE CAPA, COLOR BLANCO",PIEZA,4500,,,ROSSEMARY MIRANDA MACHICADO,3.4,15300,4500,3.4,15300,Contratado,Cronograma
20-0374-00-1047368-0-E,1,1115000,34500,BARBIJOS,PIEZAS,800,,,ORELLANA VILLALOBOS JOSE ANGEL,58,46400,800,58,46400,Contratado,Cronograma
20-0374-00-1047368-0-E,2,4213000,39400,GUANTES DE LATEX,PIEZA,1800,,,ORELLANA VILLALOBOS JOSE ANGEL,1.96,3528,1800,1.96,3528,Contratado,Cronograma
20-0378-00-1045510-0-E,1,4712000,33300,GUANTES DE LATEX TALLA L (CAJA DE 50 PARES),CAJA,10,,,AVILES GONZALES VERONICA,75,750,10,75,750,Contratado,Cronograma
20-0378-00-1045510-0-E,2,4712000,39100,JABÓN LÍQUIDO DE 1 LITRO,LITRO,200,,,AVILES GONZALES VERONICA,3.8,760,200,3.8,760,Contratado,Cronograma
20-0378-00-1045510-0-E,3,4712000,39100,GEL ANTIBACTERIAL DE 360 ML,UNIDAD,100,,,AVILES GONZALES VERONICA,25,2500,100,25,2500,Contratado,Cronograma
20-0378-00-1045510-0-E,4,4712000,39100,ALCOHOL COMERCIAL DE 1 LITRO 96°G,LITRO,200,,,AVILES GONZALES VERONICA,23,4600,200,23,4600,Contratado,Cronograma
20-0378-00-1045510-0-E,5,4712000,39100,GEL ANTIBACTERIAL DE 1 LITRO,LITRO,200,,,AVILES GONZALES VERONICA,48,9600,200,48,9600,Contratado,Cronograma
20-0378-00-1045510-0-E,6,4712000,39100,HIPOCLORITO DE SODIO (LAVANDINA) DE 1 LITRO,LITRO,100,,,AVILES GONZALES VERONICA,13,1300,100,13,1300,Contratado,Cronograma
20-0378-00-1045510-0-E,7,4712000,39100,FUMIGADORES PORTÁTILES TIPO MOCHILA DE 20 LITROS.,UNIDAD,8,,,AVILES GONZALES VERONICA,250,2000,8,250,2000,Contratado,Cronograma
